,Unnamed: 0,BathroomCount,BedroomCount,ConstructionYear,Country,District,Fireplace,FloodingZone,Furnished,Garden,GardenArea,Kitchen,LivingArea,Locality,MonthlyCharges,NumberOfFacades,PEB,PostalCode,Price,PropertyId,Province,Region,RoomCount,ShowerCount,StateOfBuilding,SubtypeOfProperty,SurfaceOfPlot,SwimmingPool,Terrace,ToiletCount,TypeOfProperty,TypeOfSale
81569,106236,0.0,2,,Belgium,Philippeville,,,,,,INSTALLED,70.0,ROLY,,,G,5600,35000,11327246,Namur,Wallonie,,1.0,GOOD,chalet,1820.0,,,1.0,1,residential_sale
81596,106266,1.0,3,,Belgium,Thuin,,NON_FLOOD_ZONE,1.0,1.0,60.0,SEMI_EQUIPPED,42.0,Erquelinnes Bersilliesl'Abbaye,,4.0,,6560,25000,11326975,Hainaut,Wallonie,,3.0,AS_NEW,bungalow,100.0,0.0,,1.0,1,residential_sale
81648,106325,2.0,5,1976.0,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,1100.0,HYPER_EQUIPPED,260.0,Waterloo,250.0,4.0,C,1410,3350,11250952,Walloon Brabant,Wallonie,,2.0,AS_NEW,house,1100.0,0.0,1.0,3.0,1,residential_monthly_rent
81715,106399,2.0,5,2024.0,Belgium,Leuven,,,,,,INSTALLED,280.0,Leuven,0.0,3.0,,3000,3250,11297556,Flemish Brabant,Flanders,,,AS_NEW,house,0.0,0.0,1.0,3.0,1,residential_monthly_rent
81741,106432,2.0,3,,Belgium,Gent,,,,,,,170.0,Gent,0.0,4.0,C,9000,1800,11209447,East Flanders,Flanders,1.0,0.0,,house,0.0,,,2.0,1,residential_monthly_rent
81821,106527,1.0,3,,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,100.0,INSTALLED,120.0,Waterloo,0.0,2.0,C,1410,1650,11326735,Walloon Brabant,Wallonie,,,GOOD,house,175.0,0.0,1.0,2.0,1,residential_monthly_rent
81878,106599,1.0,3,,Belgium,Liège,,,,1.0,1.0,,,Liège,0.0,2.0,C,4030,990,11248704,Liège,Wallonie,,,,house,0.0,0.0,1.0,,1,residential_monthly_rent
81987,106736,,2,,Belgium,Charleroi,,,,1.0,1.0,INSTALLED,,Charleroi,0.0,,C,6000,707,11208846,Hainaut,Wallonie,,1.0,,house,0.0,0.0,,1.0,1,residential_monthly_rent
82119,106900,2.0,4,1910.0,Belgium,Brussels,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,300.0,Etterbeek,0.0,2.0,G,1040,3750,11296783,Brussels,Brussels,,1.0,AS_NEW,house,170.0,0.0,1.0,3.0,1,residential_monthly_rent
82120,106901,1.0,2,1918.0,Belgium,Liège,,RECOGNIZED_FLOOD_ZONE,0.0,1.0,550.0,INSTALLED,106.0,"Comblainau-Pont, Poulseur",711.0,3.0,E,4171,30000,11296777,Liège,Wallonie,,1.0,GOOD,house,636.0,0.0,1.0,1.0,1,annuity_monthly_amount
82221,107017,3.0,5,1993.0,Belgium,Antwerp,,RECOGNIZED_FLOOD_ZONE,,,,HYPER_EQUIPPED,390.0,Schilde,0.0,4.0,B,2970,5000,11326340,Antwerp,Flanders,,3.0,AS_NEW,villa,2148.0,,,4.0,1,residential_monthly_rent
82238,107035,1.0,3,,Belgium,Tongeren,,,,,,INSTALLED,,Millen,0.0,,B,3770,1230,11326283,Limburg,Flanders,11.0,,GOOD,house,0.0,,,2.0,1,residential_monthly_rent
82397,107225,2.0,5,,Belgium,Halle-Vilvoorde,1.0,,,,,USA_INSTALLED,320.0,SINT-GENESIUS-RODE,0.0,4.0,F,1640,2950,11208369,Flemish Brabant,Flanders,,0.0,,house,0.0,,1.0,3.0,1,residential_monthly_rent
82423,107262,2.0,5,1899.0,Belgium,Antwerp,,NON_FLOOD_ZONE,,,,,280.0,Antwerpen,0.0,2.0,D,2018,2500,11208108,Antwerp,Flanders,,,,manor_house,120.0,0.0,1.0,,1,residential_monthly_rent
82438,107283,2.0,5,1972.0,Belgium,Antwerp,1.0,,,1.0,2035.0,INSTALLED,380.0,Schoten,0.0,4.0,,2900,4250,11326027,Antwerp,Flanders,,1.0,JUST_RENOVATED,villa,2035.0,1.0,1.0,4.0,1,residential_monthly_rent
82450,107296,3.0,5,1993.0,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,1600.0,INSTALLED,400.0,WATERLOO,0.0,4.0,D,1410,3200,11325907,Walloon Brabant,Wallonie,,0.0,,villa,1600.0,,1.0,5.0,1,residential_monthly_rent
82500,107365,1.0,3,2024.0,Belgium,Tongeren,,,,1.0,80.0,HYPER_EQUIPPED,110.0,Tongeren,0.0,2.0,A++,3700,1245,11248031,Limburg,Flanders,,,AS_NEW,house,186.0,0.0,1.0,2.0,1,residential_monthly_rent
82689,107600,4.0,5,1955.0,Belgium,Brugge,1.0,,,,,HYPER_EQUIPPED,315.0,Knokke,0.0,4.0,D,8300,7000,11325537,West Flanders,Flanders,,2.0,AS_NEW,villa,803.0,0.0,1.0,2.0,1,residential_monthly_rent
82702,107615,1.0,2,,Belgium,Huy,,,,,,INSTALLED,160.0,Ampsin,,3.0,E,4540,21600,11247705,Liège,Wallonie,,0.0,JUST_RENOVATED,house,379.0,,,2.0,1,residential_sale
82744,107662,3.0,4,1989.0,Belgium,Dendermonde,,NON_FLOOD_ZONE,,,,INSTALLED,373.0,Waasmunster,0.0,,C,9250,3000,11246120,East Flanders,Flanders,10.0,,,villa,37609.0,,,3.0,1,residential_monthly_rent
82755,107673,1.0,4,2021.0,Belgium,Mons,1.0,,,1.0,500.0,HYPER_EQUIPPED,200.0,Mons,0.0,3.0,B,7030,2490,11295823,Hainaut,Wallonie,10.0,1.0,AS_NEW,exceptional_property,600.0,0.0,1.0,2.0,1,residential_monthly_rent
82952,107917,1.0,3,,Belgium,Antwerp,,NON_FLOOD_ZONE,,1.0,100.0,INSTALLED,187.0,Edegem,0.0,2.0,B,2650,1575,11245452,Antwerp,Flanders,6.0,1.0,AS_NEW,house,220.0,,1.0,2.0,1,residential_monthly_rent
83116,108117,2.0,5,1978.0,Belgium,Halle-Vilvoorde,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,300.0,Overijse,0.0,4.0,C,3090,2400,11325065,Flemish Brabant,Flanders,,2.0,AS_NEW,villa,800.0,0.0,1.0,3.0,1,residential_monthly_rent
83190,108216,4.0,6,1920.0,Belgium,Brussels,,NON_FLOOD_ZONE,,1.0,100.0,INSTALLED,360.0,Etterbeek,1.0,2.0,G,1040,3450,11295238,Brussels,Brussels,,,GOOD,house,150.0,0.0,1.0,5.0,1,residential_monthly_rent
83556,108691,1.0,3,,Belgium,Ieper,,,,,,,,Poperinge,0.0,,B,8970,750,11241883,West Flanders,Flanders,4.0,,GOOD,house,0.0,,1.0,2.0,1,residential_monthly_rent
83588,108731,0.0,4,,Belgium,Namur,,NON_FLOOD_ZONE,,,,INSTALLED,160.0,GEMBLOUX,0.0,4.0,C,5030,1700,11294428,Namur,Wallonie,,2.0,,house,1300.0,,,2.0,1,residential_monthly_rent
83634,108788,,1,,Belgium,Dinant,,,,,,,250.0,Havelange,0.0,4.0,,5370,750,11206317,Namur,Wallonie,,,GOOD,house,0.0,,,,1,residential_monthly_rent
83660,108818,3.0,6,2006.0,Belgium,Nivelles,,,,,,HYPER_EQUIPPED,400.0,Lasne,0.0,4.0,B,1380,3500,11206145,Walloon Brabant,Wallonie,,,AS_NEW,villa,1400.0,0.0,1.0,3.0,1,residential_monthly_rent
83991,109263,,3,,Belgium,Dinant,,,,,,,120.0,Emptinne,250.0,3.0,E,5363,900,11293400,Namur,Wallonie,4.0,1.0,GOOD,house,343.0,,,1.0,1,residential_monthly_rent
84195,109550,1.0,4,,Belgium,Ath,,,,1.0,1.0,USA_INSTALLED,,Bernissart,0.0,3.0,,7321,1290,11292931,Hainaut,Wallonie,,1.0,,villa,0.0,0.0,,2.0,1,residential_monthly_rent
84246,109615,2.0,4,1995.0,Belgium,Halle-Vilvoorde,,,,1.0,500.0,HYPER_EQUIPPED,250.0,STERREBEEK,0.0,4.0,C,1950,2850,11204649,Flemish Brabant,Flanders,,1.0,,villa,640.0,,1.0,2.0,1,residential_monthly_rent
84376,109760,1.0,3,,Belgium,Halle-Vilvoorde,1.0,,,1.0,150.0,HYPER_EQUIPPED,,Wezembeek-Oppem,0.0,2.0,B,1970,1975,11292795,Flemish Brabant,Flanders,,,GOOD,town_house,225.0,0.0,1.0,2.0,1,residential_monthly_rent
84482,109880,2.0,2,,Belgium,Antwerp,1.0,NON_FLOOD_ZONE,,,,INSTALLED,140.0,Edegem,0.0,4.0,C,2650,2000,11203990,Antwerp,Flanders,,,GOOD,house,500.0,0.0,,,1,residential_monthly_rent
84514,109915,1.0,2,1984.0,Belgium,Namur,1.0,NON_FLOOD_ZONE,,1.0,1.0,USA_INSTALLED,163.0,Profondeville,0.0,4.0,C,5170,1285,11323127,Namur,Wallonie,,1.0,AS_NEW,house,1217.0,0.0,1.0,2.0,1,residential_monthly_rent
84530,109933,2.0,3,2024.0,Belgium,Leuven,,,,1.0,800.0,HYPER_EQUIPPED,300.0,Bierbeek,0.0,4.0,,3360,1950,11323053,Flemish Brabant,Flanders,5.0,,AS_NEW,villa,816.0,0.0,1.0,,1,residential_monthly_rent
84578,109989,0.0,3,1993.0,Belgium,Waremme,,,,,,INSTALLED,100.0,LINCENT,790.0,4.0,D,4287,25000,11239527,Liège,Wallonie,,1.0,GOOD,bungalow,702.0,,1.0,1.0,1,annuity_monthly_amount
84721,110163,1.0,4,1996.0,Belgium,Antwerp,,,,,,INSTALLED,217.0,Loenhout,0.0,4.0,E,2990,1650,11322775,Antwerp,Flanders,,,GOOD,house,1270.0,0.0,,1.0,1,residential_monthly_rent
84739,110182,1.0,2,1946.0,Belgium,Oudenaarde,,,,,,SEMI_EQUIPPED,146.0,RONSE,0.0,2.0,E,9600,720,11322680,East Flanders,Flanders,,0.0,JUST_RENOVATED,house,258.0,,1.0,1.0,1,residential_monthly_rent
84758,110206,3.0,4,2003.0,Belgium,Halle-Vilvoorde,1.0,,,1.0,1650.0,,280.0,Overijse,0.0,4.0,B,3090,2999,11239401,Flemish Brabant,Flanders,,1.0,,villa,2300.0,,1.0,3.0,1,residential_monthly_rent
84910,110420,2.0,3,1899.0,Belgium,Halle-Vilvoorde,,,,1.0,66.0,INSTALLED,165.0,DROGENBOS,0.0,,E,1620,1700,11322473,Flemish Brabant,Flanders,,0.0,,exceptional_property,330.0,,,0.0,1,residential_monthly_rent
84922,110435,2.0,4,,Belgium,Nivelles,,NON_FLOOD_ZONE,,,,INSTALLED,240.0,WATERLOO,0.0,4.0,E,1410,3000,11239056,Walloon Brabant,Wallonie,,0.0,JUST_RENOVATED,villa,900.0,,1.0,0.0,1,residential_monthly_rent
84925,110438,1.0,4,,Belgium,Antwerp,,,,,,,280.0,Brasschaat,0.0,4.0,,2930,3500,11239051,Antwerp,Flanders,,,AS_NEW,villa,1000.0,,,,1,residential_monthly_rent
85018,110547,1.0,4,2024.0,Belgium,Roeselare,,,,,,INSTALLED,,Roeselare,0.0,,A,8800,1300,11291671,West Flanders,Flanders,15.0,,,villa,322.0,,,2.0,1,residential_monthly_rent
85065,110597,2.0,4,,Belgium,Leuven,,,,,,HYPER_EQUIPPED,200.0,TERVUREN,0.0,4.0,C,3080,2250,11203043,Flemish Brabant,Flanders,,,GOOD,villa,0.0,,1.0,2.0,1,residential_monthly_rent
85306,110924,1.0,2,,Belgium,Philippeville,1.0,,,,,INSTALLED,140.0,Soumoy,0.0,3.0,E,5630,900,11291220,Namur,Wallonie,,,,house,500.0,,,1.0,1,residential_monthly_rent
85366,111024,1.0,4,1950.0,Belgium,Brussels,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,309.0,Ixelles,1.0,2.0,F,1050,3800,11321800,Brussels,Brussels,,1.0,GOOD,house,0.0,0.0,1.0,3.0,1,residential_monthly_rent
85374,111033,1.0,3,,Belgium,Roeselare,,,,,,,,Izegem,0.0,4.0,E,8870,680,11321772,West Flanders,Flanders,1.0,0.0,AS_NEW,house,0.0,,,2.0,1,residential_monthly_rent
85381,111041,1.0,3,1850.0,Belgium,Virton,,,,,,,120.0,MEIX-DEVANT-VIRTON,,3.0,G_F,6769,35000,11321666,Luxembourg,Wallonie,,0.0,TO_RENOVATE,house,0.0,,,0.0,1,residential_sale
85396,111062,1.0,3,,Belgium,Roeselare,,NON_FLOOD_ZONE,,,,,,Roeselare,0.0,4.0,A,8800,980,11237919,West Flanders,Flanders,4.0,,GOOD,villa,0.0,,1.0,2.0,1,residential_monthly_rent
85592,111292,1.0,3,,Belgium,Leuven,,,,,,,132.0,Herent,300.0,2.0,D,3020,1190,11236706,Flemish Brabant,Flanders,,,,house,0.0,,1.0,1.0,1,residential_monthly_rent
85600,111300,2.0,5,2015.0,Belgium,Charleroi,,NON_FLOOD_ZONE,,,,INSTALLED,174.0,MONCEAU-SUR-SAMBRE,80.0,2.0,D,6031,350,11236671,Hainaut,Wallonie,,3.0,AS_NEW,house,83.0,0.0,,1.0,1,residential_monthly_rent
85613,111316,2.0,0,,Belgium,Antwerp,,,,1.0,50.0,,70.0,Antwerpen,0.0,1.0,,2060,88,11290902,Antwerp,Flanders,,,AS_NEW,mixed_use_building,0.0,0.0,,2.0,1,residential_monthly_rent
85616,111320,1.0,5,1900.0,Belgium,Brussels,,,,,,INSTALLED,,Forest,0.0,2.0,,1190,1800,11290889,Brussels,Brussels,,2.0,,house,0.0,0.0,,,1,residential_monthly_rent
85618,111322,1.0,3,,Belgium,Maaseik,,NON_FLOOD_ZONE,,,,INSTALLED,,MAASEIK,0.0,3.0,B,3680,1080,11290876,Limburg,Flanders,,0.0,GOOD,house,0.0,,,2.0,1,residential_monthly_rent
85630,111335,3.0,3,2021.0,Belgium,Brussels,,,,,,USA_HYPER_EQUIPPED,260.0,IXELLES,1.0,2.0,D,1050,3750,11290782,Brussels,Brussels,3.0,0.0,GOOD,house,0.0,0.0,1.0,0.0,1,residential_monthly_rent
85797,111528,5.0,5,,Belgium,Antwerp,,,,,,INSTALLED,750.0,Brasschaat,0.0,4.0,B,2930,5900,11236448,Antwerp,Flanders,5.0,5.0,AS_NEW,villa,13300.0,0.0,1.0,6.0,1,residential_monthly_rent
85813,111545,2.0,6,,Belgium,Halle-Vilvoorde,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,315.0,DROGENBOS,0.0,4.0,,1620,3800,11290488,Flemish Brabant,Flanders,,0.0,GOOD,house,4000.0,,1.0,2.0,1,residential_monthly_rent
85816,111548,2.0,6,,Belgium,Brussels,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,315.0,UKKEL,0.0,4.0,,1180,3800,11290487,Brussels,Brussels,,0.0,GOOD,house,4000.0,,1.0,2.0,1,residential_monthly_rent
85823,111556,1.0,3,,Belgium,Charleroi,,,,,,,,Gilly,,3.0,F,6060,40000,11290433,Hainaut,Wallonie,,0.0,,house,170.0,,,,1,residential_sale
85895,111657,4.0,5,1988.0,Belgium,Antwerp,,NON_FLOOD_ZONE,,,,,250.0,Brasschaat,0.0,,D,2930,3500,11202062,Antwerp,Flanders,17.0,,,villa,0.0,,,3.0,1,residential_monthly_rent
85944,111713,3.0,3,2023.0,Belgium,Brugge,,,,,,HYPER_EQUIPPED,165.0,Knokke-Heist,0.0,3.0,,8300,3500,11321023,West Flanders,Flanders,,3.0,GOOD,house,258.0,0.0,1.0,2.0,1,residential_monthly_rent
86012,111807,0.0,2,,Belgium,Liège,,,,,,NOT_INSTALLED,,LIÈGE,,,,4020,35000,11290141,Liège,Wallonie,,0.0,,house,47.0,,,0.0,1,residential_sale
86067,111864,7.0,6,,Belgium,Brussels,,,,1.0,390.0,,678.0,Ixelles,0.0,3.0,D,1050,9000,11289786,Brussels,Brussels,,,AS_NEW,house,600.0,,1.0,,1,residential_monthly_rent
86113,111918,1.0,2,,Belgium,Thuin,,,0.0,,,INSTALLED,179.0,Chimay,,4.0,C,6460,40000,11201488,Hainaut,Wallonie,,,,house,446.0,,1.0,,1,residential_sale
86255,112090,2.0,5,,Belgium,Tournai,,NON_FLOOD_ZONE,,,,INSTALLED,455.0,Tournai Orcq,500.0,4.0,F,7501,2900,11289711,Hainaut,Wallonie,,,AS_NEW,house,0.0,0.0,1.0,3.0,1,residential_monthly_rent
86272,112107,2.0,3,1924.0,Belgium,Nivelles,,,,,,INSTALLED,250.0,Waterloo,0.0,4.0,D,1410,3800,11289636,Walloon Brabant,Wallonie,,1.0,,mixed_use_building,765.0,0.0,,2.0,1,residential_monthly_rent
86545,112454,1.0,2,,Belgium,Maaseik,,,,,,,228.0,Pelt,0.0,4.0,D,3910,1050,11200687,Limburg,Flanders,,0.0,GOOD,house,0.0,,,2.0,1,residential_monthly_rent
86564,112473,1.0,3,1974.0,Belgium,Brugge,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,158.0,Knokke-Zoute,0.0,2.0,E,8300,1650,11320493,West Flanders,Flanders,13.0,,GOOD,house,270.0,,,2.0,1,residential_monthly_rent
86565,112474,3.0,3,2023.0,Belgium,Brugge,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,165.0,Knokke-Heist,0.0,3.0,A,8300,3500,11320494,West Flanders,Flanders,17.0,,GOOD,house,258.0,,,2.0,1,residential_monthly_rent
86721,112716,1.0,4,,Belgium,Antwerp,,,,,,,127.0,Antwerpen,0.0,2.0,,2018,2000,11200239,Antwerp,Flanders,,,,house,57.0,0.0,,2.0,1,residential_monthly_rent
86887,112927,,0,,Belgium,Charleroi,,,,,,,,Montignies-sur-Sambre,,,,6061,20000,11200152,Hainaut,Wallonie,,,GOOD,mixed_use_building,0.0,,,,1,residential_sale
86904,112945,1.0,3,1900.0,Belgium,Thuin,,NON_FLOOD_ZONE,,,,INSTALLED,134.0,MORLANWELZ,0.0,2.0,D,7140,750,11200014,Hainaut,Wallonie,,1.0,GOOD,house,0.0,0.0,1.0,1.0,1,residential_monthly_rent
86964,113012,1.0,1,2024.0,Belgium,Leuven,,,,1.0,50.0,INSTALLED,50.0,Leuven,50.0,2.0,,3000,1200,11319687,Flemish Brabant,Flanders,1.0,,AS_NEW,house,0.0,0.0,,1.0,1,residential_monthly_rent
87188,113278,2.0,4,1969.0,Belgium,Leuven,,NON_FLOOD_ZONE,,1.0,2698.0,INSTALLED,214.0,VOSSEM,0.0,4.0,E,3080,1990,11319467,Flemish Brabant,Flanders,,0.0,GOOD,house,2468.0,,1.0,2.0,1,residential_monthly_rent
87202,113294,0.0,4,,Belgium,Ath,1.0,,,,,NOT_INSTALLED,184.0,CORDES,0.0,4.0,G,7910,900,11319379,Hainaut,Wallonie,,1.0,GOOD,country_cottage,0.0,,,1.0,1,residential_monthly_rent
87331,113450,4.0,4,,Belgium,Brussels,,,,,,INSTALLED,,Ixelles,0.0,2.0,,1050,2350,11287972,Brussels,Brussels,,,AS_NEW,house,50.0,0.0,,,1,residential_monthly_rent
87344,113467,1.0,1,2024.0,Belgium,Antwerp,,,,,,INSTALLED,50.0,Kalmthout,50.0,4.0,,2920,850,11198923,Antwerp,Flanders,,,GOOD,house,0.0,0.0,1.0,0.0,1,residential_monthly_rent
87405,113547,3.0,4,2007.0,Belgium,Brugge,1.0,,,,,,274.0,Knokke-Heist,0.0,4.0,B,8300,3000,11319063,West Flanders,Flanders,1.0,0.0,AS_NEW,house,0.0,,1.0,3.0,1,residential_monthly_rent
87409,113552,1.0,2,,Belgium,Verviers,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,150.0,Pepinster,0.0,2.0,B,4860,875,11319035,Liège,Wallonie,,1.0,AS_NEW,house,76.0,0.0,1.0,1.0,1,residential_monthly_rent
87595,113782,,1,,Belgium,Mouscron,,,,,,,54.0,Mouscron Dottignies,0.0,3.0,,7711,1450,11198142,Hainaut,Wallonie,,,GOOD,house,0.0,,1.0,,1,residential_monthly_rent
87596,113783,1.0,1,,Belgium,Mouscron,,,,,,,51.0,Dottignies,0.0,3.0,,7711,1245,11198145,Hainaut,Wallonie,,,GOOD,house,0.0,,1.0,,1,residential_monthly_rent
87666,113890,1.0,1,1950.0,Belgium,Soignies,,NON_FLOOD_ZONE,,,,SEMI_EQUIPPED,56.0,HAINE-SAINT-PIERRE,0.0,2.0,F,7100,495,11228821,Hainaut,Wallonie,,10.0,TO_BE_DONE_UP,house,46.0,0.0,,1.0,1,residential_monthly_rent
87751,113985,2.0,4,1969.0,Belgium,Aalst,,,,,,HYPER_EQUIPPED,279.0,Lede,0.0,2.0,D,9340,1000,11198097,East Flanders,Flanders,,2.0,JUST_RENOVATED,house,0.0,,1.0,3.0,1,residential_monthly_rent
87859,114172,2.0,3,,Belgium,Brugge,,,,,,,,Brugge,0.0,,C,8000,1700,11228205,West Flanders,Flanders,8.0,,GOOD,mansion,131.0,,,3.0,1,residential_monthly_rent
87889,114207,2.0,4,,Belgium,Antwerp,,,,,,HYPER_EQUIPPED,209.0,Antwerpen,0.0,2.0,C,2000,1950,11286670,Antwerp,Flanders,,1.0,,house,0.0,,1.0,2.0,1,residential_monthly_rent
88054,114449,,1,,Belgium,Tournai,,,,,,,,Péruwelz,,,,7600,20000,11286446,Hainaut,Wallonie,,0.0,TO_RESTORE,house,0.0,,,,1,residential_sale
88069,114467,1.0,3,,Belgium,Mechelen,,,,,,,,Mechelen,0.0,,B,2800,1435,11286328,Antwerp,Flanders,12.0,,GOOD,house,0.0,,,1.0,1,residential_monthly_rent
88193,114639,0.0,0,,Belgium,Roeselare,,NON_FLOOD_ZONE,,,,,,Roeselare,0.0,,,8800,43,11227966,West Flanders,Flanders,,,GOOD,mixed_use_building,12.0,,,0.0,1,residential_monthly_rent
88554,115104,,1,,Belgium,Liège,,,,,,INSTALLED,50.0,Liège,10.0,4.0,G,4000,500,11284753,Liège,Wallonie,,1.0,AS_NEW,house,0.0,0.0,,1.0,1,residential_monthly_rent
88599,115154,,2,,Belgium,Namur,,NON_FLOOD_ZONE,,,,INSTALLED,100.0,FLOREFFE,375.0,3.0,F,5150,30000,11195081,Namur,Wallonie,,,TO_BE_DONE_UP,house,334.0,,,1.0,1,annuity_monthly_amount
88600,115155,,2,1974.0,Belgium,Namur,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,106.0,EMINES,420.0,3.0,D,5080,40000,11195077,Namur,Wallonie,,,GOOD,house,1200.0,,,1.0,1,annuity_monthly_amount
88738,115353,0.0,2,1900.0,Belgium,Mons,,,,,,,85.0,ELOUGES,325.0,2.0,E,7370,30000,11193662,Hainaut,Wallonie,,1.0,GOOD,house,180.0,,1.0,1.0,1,annuity_monthly_amount
88739,115354,1.0,3,1850.0,Belgium,Neufchâteau,,NON_FLOOD_ZONE,,,,INSTALLED,95.0,NEUFCHÂTEAU,275.0,,F,6840,30000,11193665,Luxembourg,Wallonie,,0.0,TO_BE_DONE_UP,house,67.0,,,2.0,1,annuity_monthly_amount
88741,115356,1.0,2,1930.0,Belgium,Huy,,,,,,INSTALLED,115.0,AMAY,760.0,3.0,E,4540,40000,11193659,Liège,Wallonie,,1.0,,house,600.0,,1.0,2.0,1,annuity_monthly_amount
88744,115359,1.0,2,1980.0,Belgium,Namur,,,,,,INSTALLED,150.0,LESVE,700.0,4.0,F,5170,35000,11193653,Namur,Wallonie,,0.0,GOOD,villa,1675.0,,1.0,2.0,1,annuity_monthly_amount
88745,115360,0.0,3,1850.0,Belgium,Namur,,NON_FLOOD_ZONE,,,,,135.0,FOSSES-LA-VILLE,380.0,3.0,E,5070,35000,11193655,Namur,Wallonie,,0.0,TO_RENOVATE,house,841.0,,,0.0,1,annuity_monthly_amount
88769,115390,0.0,0,2024.0,Belgium,Neufchâteau,,,,,,NOT_INSTALLED,105.0,LÉGLISE,0.0,,,6860,630,11193186,Luxembourg,Wallonie,,0.0,,other_property,0.0,,,0.0,1,residential_monthly_rent
88779,115404,1.0,3,2000.0,Belgium,Brugge,,,,,,,106.0,Knokke,0.0,,B,8300,1200,11193029,West Flanders,Flanders,1.0,0.0,GOOD,town_house,0.0,,,2.0,1,residential_monthly_rent
89274,116046,1.0,6,1960.0,Belgium,Brussels,,,,1.0,850.0,INSTALLED,360.0,Uccle,0.0,4.0,G,1180,6500,11187620,Brussels,Brussels,,1.0,,house,1200.0,,1.0,4.0,1,residential_monthly_rent
89323,116113,3.0,5,,Belgium,Leuven,,,,,,,252.0,EVERBERG,0.0,,B,3078,2500,11185281,Flemish Brabant,Flanders,,0.0,JUST_RENOVATED,house,0.0,,,4.0,1,residential_monthly_rent
89440,116250,5.0,7,1986.0,Belgium,Halle-Vilvoorde,,NON_FLOOD_ZONE,,1.0,2500.0,HYPER_EQUIPPED,1160.0,Rhode-Saint-Genèse,0.0,4.0,,1640,13750,11183666,Flemish Brabant,Flanders,7.0,5.0,AS_NEW,house,5450.0,1.0,1.0,8.0,1,residential_monthly_rent
89469,116284,9.0,9,,Belgium,Halle-Vilvoorde,,NON_FLOOD_ZONE,,1.0,4600.0,HYPER_EQUIPPED,1180.0,Kraainem,0.0,4.0,C,1950,8500,11183309,Flemish Brabant,Flanders,,,AS_NEW,house,5600.0,,1.0,13.0,1,residential_monthly_rent
89608,116485,2.0,2,,Belgium,Nivelles,,NON_FLOOD_ZONE,,1.0,726.0,INSTALLED,200.0,Genappe,0.0,4.0,B,1476,1350,11182075,Walloon Brabant,Wallonie,,,AS_NEW,house,726.0,0.0,1.0,2.0,1,residential_monthly_rent
89732,116632,2.0,4,,Belgium,Brussels,1.0,,,1.0,10.0,,280.0,Uccle,0.0,,G,1180,3850,11181000,Brussels,Brussels,5.0,,JUST_RENOVATED,house,1250.0,,1.0,3.0,1,residential_monthly_rent
89799,116717,1.0,1,1900.0,Belgium,Leuven,,,,1.0,1.0,,125.0,Kortenaken,100.0,4.0,C,3472,1350,11180168,Flemish Brabant,Flanders,,1.0,AS_NEW,exceptional_property,4200.0,0.0,1.0,,1,residential_monthly_rent
89809,116729,1.0,3,2017.0,Belgium,Mons,,,,1.0,348.0,,103.0,Mons Havré,0.0,2.0,B,7021,1200,11180041,Hainaut,Wallonie,,1.0,AS_NEW,house,380.0,,1.0,2.0,1,residential_monthly_rent
89844,116768,1.0,4,2022.0,Belgium,Tongeren,,NON_FLOOD_ZONE,,1.0,422.0,HYPER_EQUIPPED,217.0,Borgloon,0.0,3.0,,3840,1450,11179628,Limburg,Flanders,,,GOOD,house,447.0,0.0,1.0,2.0,1,residential_monthly_rent
89863,116823,2.0,5,1992.0,Belgium,Leuven,,NON_FLOOD_ZONE,,,,HYPER_EQUIPPED,250.0,Kortenberg Everberg,0.0,4.0,C,3078,2350,11179508,Flemish Brabant,Flanders,,,,villa,1000.0,,1.0,3.0,1,residential_monthly_rent
89886,116850,1.0,3,2014.0,Belgium,Aalst,,,,,,HYPER_EQUIPPED,,Lede,0.0,2.0,A,9340,1080,11179377,East Flanders,Flanders,,1.0,AS_NEW,house,0.0,,1.0,1.0,1,residential_monthly_rent
89891,116855,3.0,3,2023.0,Belgium,Brugge,,,,,,HYPER_EQUIPPED,,Knokke-Heist,0.0,3.0,A,8300,3500,11179348,West Flanders,Flanders,,,GOOD,house,0.0,,1.0,3.0,1,residential_monthly_rent
90303,117365,2.0,5,,Belgium,Tournai,,NON_FLOOD_ZONE,,,,INSTALLED,289.0,Brunehaut,25.0,4.0,B,7621,1800,11366660,Hainaut,Wallonie,,2.0,AS_NEW,house,0.0,0.0,1.0,2.0,1,residential_monthly_rent
90304,117366,1.0,3,,Belgium,Charleroi,,,0.0,,,NOT_INSTALLED,85.0,Marchienne-au-Pont,320.0,2.0,D,6030,15000,11366658,Hainaut,Wallonie,,1.0,GOOD,house,0.0,,,1.0,1,annuity_monthly_amount
